SYMBOL,GID,GENENAME
RDX,104834930,radixin
LOC104834931,104834931,uncharacterized LOC104834931
FDX1,104834932,"adrenodoxin, mitochondrial isoform X1"
ARHGAP20,104834933,rho GTPase-activating protein 20
RNF17,104835016,RING finger protein 17
CENPJ,104834934,centromere protein J
MPHOSPH8,104835017,M-phase phosphoprotein 8
PSPC1,104834935,paraspeckle component 1 isoform X1
ZMYM2,104834937,zinc finger MYM-type protein 2 isoform X1
GJA3,104834938,gap junction alpha-3 protein
GJB2,104834939,gap junction beta-2 protein
LOC104834940,104834940,gap junction beta-6 protein
CRYL1,104835018,lambda-crystallin homolog
IFT88,104834942,intraflagellar transport protein 88 homolog isoform X1
N6AMT2,104834943,N(6)-adenine-specific DNA methyltransferase 2
XPO4,104834944,exportin-4
LATS2,104834945,serine/threonine-protein kinase LATS2 isoform X1
SAP18,104834946,histone deacetylase complex subunit SAP18
SKA3,104834947,spindle and kinetochore-associated protein 3
MRPL57,104834949,"ribosomal protein 63, mitochondrial"
ZDHHC20,104834950,probable palmitoyltransferase ZDHHC20 isoform X1
MICU2,104835020,"calcium uptake protein 2, mitochondrial"
FGF9,104834951,fibroblast growth factor 9
SGCG,104834952,gamma-sarcoglycan
SACS,104834953,sacsin
TNFRSF19,104834954,tumor necrosis factor receptor superfamily member 19
MIPEP,104835021,mitochondrial intermediate peptidase
LOC104835022,104835022,complement C1q and tumor necrosis factor-related protein 9A-like
SPATA13,104834955,spermatogenesis-associated protein 13 isoform X1
AMER2,104834957,LOW QUALITY PROTEIN: APC membrane recruitment protein 2
MTMR6,104834958,myotubularin-related protein 6
NUPL1,104835023,nucleoporin p58/p45
SHISA2,104835024,protein shisa-2 homolog
ATP8A2,104834959,phospholipid-transporting ATPase IB isoform X1
RNF6,104834960,E3 ubiquitin-protein ligase RNF6 isoform X1
CDK8,104834962,cyclin-dependent kinase 8 isoform X1
WASF3,104834963,wiskott-Aldrich syndrome protein family member 3
GPR12,104834964,G-protein coupled receptor 12
USP12,104834965,ubiquitin carboxyl-terminal hydrolase 12
LOC104834966,104834966,"uncharacterized LOC104834966, transcript variant X2"
RPL21,104834967,60S ribosomal protein L21
RASL11A,104834969,ras-like protein family member 11A
GTF3A,104835025,transcription factor IIIA
MTIF3,104834970,"translation initiation factor IF-3, mitochondrial"
LNX2,104834971,ligand of Numb protein X 2
POLR1D,104834972,DNA-directed RNA polymerases I and III subunit RPAC2
PDX1,104835026,pancreas/duodenum homeobox protein 1
FLT3,104835027,receptor-type tyrosine-protein kinase FLT3
PAN3,104834973,PAB-dependent poly(A)-specific ribonuclease subunit PAN3 isoform X1
FLT1,104834974,vascular endothelial growth factor receptor 1 isoform X1
POMP,104834977,proteasome maturation protein isoform X1
SLC46A3,104834976,solute carrier family 46 member 3 isoform X1
MTUS2,104834978,microtubule-associated tumor suppressor candidate 2
SLC7A1,104834979,high affinity cationic amino acid transporter 1
UBL3,104834980,ubiquitin-like protein 3
KATNAL1,104834982,katanin p60 ATPase-containing subunit A-like 1
HMGB1,104834983,high mobility group protein B1
USPL1,104834984,SUMO-specific isopeptidase USPL1 isoform X1
TRNAV-AAC,104798208,tRNA-Val
TRNAN-GUU,104798235,tRNA-Asn
ALOX5AP,104834985,arachidonate 5-lipoxygenase-activating protein
HSPH1,104834986,heat shock protein 105 kDa isoform X1
B3GALTL,104835028,"LOW QUALITY PROTEIN: beta-1,3-glucosyltransferase"
RXFP2,104835029,LOW QUALITY PROTEIN: relaxin receptor 2
FRY,104834987,protein furry homolog
ZAR1L,104834988,ZAR1-like protein
BRCA2,104834989,breast cancer type 2 susceptibility protein
N4BP2L1,104835031,NEDD4-binding protein 2-like 1
N4BP2L2,104834990,NEDD4-binding protein 2-like 2 isoform X1
PDS5B,104834992,sister chromatid cohesion protein PDS5 homolog B isoform X1
KL,104835032,klotho
STARD13,104834993,stAR-related lipid transfer protein 13 isoform X1
RFC3,104834994,replication factor C subunit 3
LOC104835033,104835033,putative methyltransferase KIAA1456
NBEA,104834996,neurobeachin isoform X1
MAB21L1,104834995,protein mab-21-like 1
DCLK1,104834997,serine/threonine-protein kinase DCLK1 isoform X1
LOC104835034,104835034,coiled-coil domain-containing protein 169-like
SPG20,104834998,spartin isoform X1
CCNA1,104834999,cyclin-A1
SERTM1,104835000,serine-rich and transmembrane domain-containing protein 1
SMAD9,104835001,mothers against decapentaplegic homolog 9 isoform X1
ALG5,104835035,dolichyl-phosphate beta-glucosyltransferase
EXOSC8,104835004,exosome complex component RRP43
SUPT20H,104835003,transcription factor SPT20 homolog isoform X1
POSTN,104835005,periostin
TRPC4,104835006,short transient receptor potential channel 4
UFM1,104835007,ubiquitin-fold modifier 1
FREM2,104835036,FRAS1-related extracellular matrix protein 2
LOC104835008,104835008,complement C4-like
STOML3,104835009,LOW QUALITY PROTEIN: stomatin-like protein 3
PROSER1,104835010,proline and serine-rich protein 1 isoform X1
NHLRC3,104835012,NHL repeat-containing protein 3 isoform X1
NPAS4,104835038,neuronal PAS domain-containing protein 4
LOC104835039,104835039,protein rtoA-like
B3GNT1,104835040,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase"
AHNAK,104835037,neuroblast differentiation-associated protein AHNAK
EEF1G,104835041,elongation factor 1-gamma
INTS5,104835042,integrator complex subunit 5
LOC104835043,104835043,scavenger receptor cysteine-rich type 1 protein M130-like
LOC104835044,104835044,kallikrein-8-like
LOC104835045,104835045,kallikrein-14-like
LOC104835046,104835046,LOW QUALITY PROTEIN: ryanodine receptor 1-like
LOC104835050,104835050,fermitin family homolog 3-like
LOC104835048,104835048,uncharacterized LOC104835048
STIP1,104835051,stress-induced-phosphoprotein 1
OTUB1,104835049,ubiquitin thioesterase OTUB1
PRRT1,104835052,proline-rich transmembrane protein 1
LOC104835053,104835053,cyclic AMP-dependent transcription factor ATF-6 beta-like
LOC104835054,104835054,vegetative cell wall protein gp1-like
LOC104835055,104835055,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha-like
LOC104835056,104835056,zinc finger protein 260-like
LOC104835057,104835057,zinc finger protein 271-like
LOC104835059,104835059,sodium- and chloride-dependent glycine transporter 1-like
LOC104835060,104835060,uncharacterized gene
LOC104835061,104835061,fructose-bisphosphate aldolase A-like
LOC104835062,104835062,helicase SRCAP-like
LOC104835063,104835063,E3 ubiquitin-protein ligase BRE1B-like
PIP4K2C,104835064,phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
DTX3,104835065,probable E3 ubiquitin-protein ligase DTX3
OS9,104835066,protein OS-9
AGAP2,104835067,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2"
SLITRK3,104835194,LOW QUALITY PROTEIN: SLIT and NTRK-like protein 3
BCHE,104835068,cholinesterase
ZBBX,104835070,zinc finger B-box domain-containing protein 1
PDCD10,104835071,programmed cell death protein 10
SERPINI1,104835072,neuroserpin
LOC104835195,104835195,uncharacterized protein LOC104835195
GOLIM4,104835073,LOW QUALITY PROTEIN: Golgi integral membrane protein 4
LOC104835196,104835196,LOW QUALITY PROTEIN: multiple epidermal growth factor-like domains protein 6
MECOM,104835074,MDS1 and EVI1 complex locus protein EVI1 isoform X1
LOC104835197,104835197,MDS1 and EVI1 complex locus protein MDS1-like
TRNAV-AAC,104798208,tRNA-Val
MYNN,104835075,myoneurin
LRRC34,104835076,leucine-rich repeat-containing protein 34
LRRIQ4,104835198,LOW QUALITY PROTEIN: leucine-rich repeat and IQ domain-containing protein 4
LRRC31,104835077,leucine-rich repeat-containing protein 31
SAMD7,104835199,sterile alpha motif domain-containing protein 7
SEC62,104835078,translocation protein SEC62 isoform X1
GPR160,104835080,probable G-protein coupled receptor 160
PHC3,104835081,polyhomeotic-like protein 3 isoform X1
PRKCI,104835082,protein kinase C iota type isoform X1
SKIL,104835084,LOW QUALITY PROTEIN: ski-like protein
CLDN11,104835085,claudin-11
SLC7A14,104835086,probable cationic amino acid transporter
RPL22L1,104835087,60S ribosomal protein L22-like 1
EIF5A2,104835088,eukaryotic translation initiation factor 5A-2 isoform X1
SLC2A2,104835090,"solute carrier family 2, facilitated glucose transporter member 2"
TNIK,104835200,TRAF2 and NCK-interacting protein kinase
PLD1,104835091,phospholipase D1 isoform X1
TMEM212,104835201,transmembrane protein 212
FNDC3B,104835092,fibronectin type III domain-containing protein 3B
GHSR,104835093,growth hormone secretagogue receptor type 1 isoform X1
TNFSF10,104835094,tumor necrosis factor ligand superfamily member 10
NCEH1,104835095,neutral cholesterol ester hydrolase 1
ECT2,104835096,protein ECT2
SPATA16,104835203,LOW QUALITY PROTEIN: spermatogenesis-associated protein 16
NLGN1,104835097,neuroligin-1
NAALADL2,104835099,inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2
TBL1XR1,104835100,F-box-like/WD repeat-containing protein TBL1XR1
LOC104835101,104835101,calcium-activated potassium channel subunit beta-2 isoform X1
ZMAT3,104835102,zinc finger matrin-type protein 3
PIK3CA,104835107,"phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform isoform X1"
ZNF639,104835106,zinc finger protein 639
LOC104835105,104835105,"uncharacterized LOC104835105, transcript variant X2"
MFN1,104835103,mitofusin-1 isoform X1
GNB4,104835108,guanine nucleotide-binding protein subunit beta-4
ACTL6A,104835109,actin-like protein 6A
MRPL47,104835110,"39S ribosomal protein L47, mitochondrial"
NDUFB5,104835204,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"
USP13,104835112,ubiquitin carboxyl-terminal hydrolase 13
PEX5L,104835113,PEX5-related protein isoform X1
LOC104835115,104835115,uncharacterized LOC104835115
TTC14,104835114,tetratricopeptide repeat protein 14
CCDC39,104835116,coiled-coil domain-containing protein 39
FXR1,104835118,fragile X mental retardation syndrome-related protein 1 isoform X1
DNAJC19,104835117,mitochondrial import inner membrane translocase subunit TIM14 isoform X1
SOX2,104835120,transcription factor SOX-2
ATP11B,104835121,probable phospholipid-transporting ATPase IF isoform X1
DCUN1D1,104835122,DCN1-like protein 1
MCCC1,104835123,"methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial isoform X1"
LAMP3,104835124,lysosome-associated membrane glycoprotein 3
MCF2L2,104835126,probable guanine nucleotide exchange factor MCF2L2
B3GNT5,104835125,"lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase"
RFC4,104835127,replication factor C subunit 4
EIF4A2,104835128,eukaryotic initiation factor 4A-II isoform X1
KNG1,104835129,kininogen-1
HRG,104835205,LOW QUALITY PROTEIN: histidine-rich glycoprotein
FETUB,104835206,fetuin-B
AHSG,104835130,alpha-2-HS-glycoprotein
LOC104835132,104835132,sentrin-specific protease 5-like isoform X1
EPHB3,104835133,ephrin type-B receptor 3 isoform X1
POLR2H,104835134,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform X1"
THPO,104835207,thrombopoietin
CHRD,104835208,chordin
CLCN2,104835209,chloride channel protein 2
LOC104835211,104835211,heat shock protein beta-7-like
FAM131A,104835137,protein FAM131A
EIF4G1,104835136,eukaryotic translation initiation factor 4 gamma 1 isoform X1
LOC104835212,104835212,eukaryotic translation initiation factor 4 gamma 1-like
PSMD2,104835139,26S proteasome non-ATPase regulatory subunit 2
ECE2,104835213,endothelin-converting enzyme 2
LOC104835140,104835140,mitochondrial ubiquitin ligase activator of nfkb 1-A-like isoform X1
LOC104835215,104835215,endothelin-converting enzyme 2-like
ALG3,104835216,"dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase"
VWA5B2,104835141,von Willebrand factor A domain-containing protein 5B2
LOC104835142,104835142,uncharacterized protein LOC104835142
LOC104835217,104835217,PHD finger protein 13-like
ABCF3,104835218,ATP-binding cassette sub-family F member 3
AP2M1,104835143,AP-2 complex subunit mu isoform X1
DVL3,104835144,segment polarity protein dishevelled homolog DVL-3 isoform X1
EIF2B5,104835145,translation initiation factor eIF-2B subunit epsilon
ABCC5,104835146,multidrug resistance-associated protein 5 isoform X1
RNPEPL1,104835148,arginyl aminopeptidase-like 1
CAPN10,104835149,calpain-10
LOC104835150,104835150,cytochrome P450 2J2-like
LOC104835151,104835151,uncharacterized gene
LOC104835152,104835152,cytochrome P450 2J6-like
LOC104835219,104835219,LOW QUALITY PROTEIN: cytochrome P450 2J6-like
EIF4E2,104835153,eukaryotic translation initiation factor 4E type 2 isoform X1
CHRNG,104835154,acetylcholine receptor subunit gamma
CHRND,104835155,acetylcholine receptor subunit delta
PRSS56,104835220,LOW QUALITY PROTEIN: serine protease 56
SLC12A9,104835221,solute carrier family 12 member 9
ECEL1,104835156,endothelin-converting enzyme-like 1 isoform X1
LOC104835157,104835157,intestinal-type alkaline phosphatase-like
LOC104835159,104835159,intestinal-type alkaline phosphatase-like
DIS3L2,104835160,DIS3-like exonuclease 2
COPS7B,104835161,COP9 signalosome complex subunit 7b isoform X1
PDE6D,104835162,"retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"
PTMA,104835163,prothymosin alpha isoform X1
NMUR1,104835165,neuromedin-U receptor 1
NCL,104835166,nucleolin
B3GNT7,104835167,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
ARMC9,104835168,lisH domain-containing protein ARMC9 isoform X1
PSMD1,104835170,26S proteasome non-ATPase regulatory subunit 1
HTR2B,104835169,5-hydroxytryptamine receptor 2B
RPL35A,104835171,60S ribosomal protein L35a
IQCG,104835222,IQ domain-containing protein G
LRCH3,104835173,leucine-rich repeat and calponin homology domain-containing protein 3 isoform X1
FYTTD1,104835174,UAP56-interacting factor isoform X1
KIAA0226,104835175,run domain Beclin-1 interacting and cysteine-rich containing protein isoform X1
LOC104835223,104835223,deoxyribodipyrimidine photo-lyase-like
LOC104835224,104835224,mucin-4-like
MUC4,104835226,mucin-4
TNK2,104835176,activated CDC42 kinase 1
TFRC,104835177,transferrin receptor protein 1
SLC51A,104835227,organic solute transporter subunit alpha
PCYT1A,104835178,choline-phosphate cytidylyltransferase A isoform X1
TCTEX1D2,104835228,tctex1 domain-containing protein 2
PDCD1,104835229,programmed cell death protein 1
LOC104835230,104835230,receptor-transporting protein 3-like
MASP1,104835231,mannan-binding lectin serine protease 1
LOC104835232,104835232,cytoskeleton-associated protein 5-like
SST,104835233,somatostatin
BCL6,104835180,B-cell lymphoma 6 protein
LPP,104835181,lipoma-preferred partner
TP63,104835182,tumor protein 63 isoform X1
LEPREL1,104835183,prolyl 3-hydroxylase 2
CLDN1,104835184,claudin-1
CLDN16,104835185,claudin-16
TMEM207,104835186,transmembrane protein 207
IL1RAP,104835187,interleukin-1 receptor accessory protein isoform X1
GMNC,104835234,geminin coiled-coil domain-containing protein 1
OSTN,104835188,osteocrin
UTS2B,104835189,urotensin-2B
CCDC50,104835190,coiled-coil domain-containing protein 50
FGF12,104835191,fibroblast growth factor 12 isoform X1
MB21D2,104835193,protein MB21D2
LOC104835235,104835235,zonadhesin-like
LOC104835238,104835238,olfactory receptor 6F1
LOC104835237,104835237,feather keratin Cos1-1/Cos1-3/Cos2-1
SPTBN2,104835239,"spectrin beta chain, non-erythrocytic 2"
RBM14,104835240,RNA-binding protein 14
CCDC87,104835241,coiled-coil domain-containing protein 87
LOC104835242,104835242,RNA-binding protein 4B-like
LOC104835243,104835243,olfactory receptor 14A16-like
LOC104835244,104835244,olfactory receptor 14A16-like
CCDC155,104835246,protein KASH5
CD37,104835248,leukocyte antigen CD37
LOC104835249,104835249,sodium-dependent neutral amino acid transporter B(0)AT2-like
LOC104835250,104835250,ferritin heavy chain-like
LOC104835245,104835245,uncharacterized LOC104835245
LOC104835251,104835251,"uncharacterized LOC104835251, transcript variant X2"
HDAC5,104835254,histone deacetylase 5
G6PC3,104835255,glucose-6-phosphatase 3
LSM12,104835252,protein LSM12 homolog isoform X1
TMEM101,104835253,transmembrane protein 101
TRIM36,104835256,E3 ubiquitin-protein ligase TRIM36
UBA1,104835258,ubiquitin-like modifier-activating enzyme 1
LOC104835259,104835259,autophagy-related protein 2 homolog A-like
LOC104835260,104835260,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3-like"
